Unique Identifier,Model Number,Number of Processors (chips,Number of Cores (Threads),Total Number of Threads,Frequency,L1Cache,L2Cache,L3Cache,OtherCache,Front Side Bus,Multiplier,CPU Voltage,Thermal Design Power (W),Scenario Design Power,Socket,Socket Configuration,Release Date,Part Numbers,SSpec Number,Processor Release Price(USD),Turbo Boost,GPU Model,GPU Frequency,I/O Bus,Accepted Memory,Addressable Memory,Transistors,Manufacturing Process,Typical Use,Cache,Motherboard,Benchmarked System Memory,Floating Point Unit,Other Hardware,Disk Subsystem,Operating System,Compiler,File System,System State,Kernel Extensions,Other Software,SPEC License #,SPEC Integer 95,SPEC Floating Point 95,SPEC Integer Rate 95,SPEC Floating Point Rate 95,SPEC Integer 2006,SPEC Floating Point 2006,SPEC Integer Rate 2006,SPEC Floating Point Rate 2006,CPU Characteristics,Auto Parallel,Parallel,Firmware,Base Pointers,Peak Pointers,Total System Cost,TPC Performance,Cluster,Load Time (hours),Total Storage/Database Size Ratio,Number of Storage Devices,Redundancy Level,Data Generation Time (hours),Data Sort Time (hours),Data Validation Time (hours),Node Count,Concurrent Streams,Storage Ratio,Memory Ratio,Load Test Time,Power Test Time,Throughput Test Time,Green 500 Rank,Rmax,Power,How?,MFLOPS/Watt,Total Cores,Year,Name,Manufacturer,Computer,Site,Country,Segment,Top500 Rank,Accelerator/Coprocessor Cores,RPeak,Efficiency(%),NMax,Architecture,Processor Technology,OS Family,Accelerator/Coprocessor,Cores Per Socket,Processor Generation,System Model,System Family,Interconnect Family,Interconnect,Region,Continent,Power Source,NHalf,Notes,Green500 Previous Rank,Top500 Previous Rank,First Appearance,First Rank,Power Efficiency[GFLOPS/Watt],Power Quality Level,Measured Cores,Optimized Run (HPL),Optimized Run (Peak Power),Site ID,System ID,Authors,Conversion To XML,Date,Schema By,System Address,Installation Site Address,Area of Installation,System Name,Town,State,Power Measured Size,Measured Size,3DMark CPU Score,P3Mark,CPUmark,SingleThreadMark,SPEC 2017 Integer Base Speed,SPEC 2017 Integer Peak Speed,SPEC 2017 Floating Point Base Speed,SPEC 2017 Floating Point Peak Speed,SPEC 2017 Integer Base Rate,SPEC 2017 Integer Peak Rate,SPEC 2017 Floating Point Base Rate,SPEC 2017 Floating Point Peak Rate,Graph500 Rank,Previous Graph500 Rank,Application,Usage,Scale,GTEPS,C_Time,Network,HPCG [TFlop/s],Application Area,Information Source,
PI0224,Intel® Core™ i7-4700EC Processor,,4,,2.70 GHz,,,,,5 GT/s DMI,,,43 W,,,,Q1'14,,,,,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75555/Intel-Core-i7-4700EC-Processor-8M-Cache-up-to-2_70-GHz
PI0225,Intel® Core™ i7-4700EQ Processor,,4,,2.40 GHz,,,,,5 GT/s DMI,,,47 W,,,,Q2'13,,,,3.40 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75469/Intel-Core-i7-4700EQ-Processor-6M-Cache-up-to-3_40-GHz
PI0226,Intel® Core™ i7-4700HQ Processor,,4,,2.40 GHz,,,,,5 GT/s DMI2,,,47 W,,,,Q2'13,,,,3.40 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75116/Intel-Core-i7-4700HQ-Processor-6M-Cache-up-to-3_40-GHz
PI0227,Intel® Core™ i7-4700MQ Processor,,4,,2.40 GHz,,,,,5 GT/s DMI2,,,47 W,,,,Q2'13,,,,3.40 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75117/Intel-Core-i7-4700MQ-Processor-6M-Cache-up-to-3_40-GHz
PI0228,Intel® Core™ i7-4702EC Processor,,4,,2.00 GHz,,,,,5 GT/s DMI,,,27 W,,,,Q1'14,,,,,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75556/Intel-Core-i7-4702EC-Processor-8M-Cache-up-to-2_00-GHz
PI0229,Intel® Core™ i7-4702HQ Processor,,4,,2.20 GHz,,,,,5 GT/s DMI2,,,37 W,,,,Q2'13,,,,3.20 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75118/Intel-Core-i7-4702HQ-Processor-6M-Cache-up-to-3_20-GHz
PI0230,Intel® Core™ i7-4702MQ Processor,,4,,2.20 GHz,,,,,5 GT/s DMI2,,,37 W,,,,Q2'13,,,,3.20 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75119/Intel-Core-i7-4702MQ-Processor-6M-Cache-up-to-3_20-GHz
PI0231,Intel® Core™ i7-4710HQ Processor,,4,,2.50 GHz,,,,,5 GT/s DMI2,,,47 W,,,,Q2'14,,,,3.50 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/78930/Intel-Core-i7-4710HQ-Processor-6M-Cache-up-to-3_50-GHz
PI0232,Intel® Core™ i7-4710MQ Processor,,4,,2.50 GHz,,,,,5 GT/s DMI2,,,47 W,,,,Q2'14,,,,3.50 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/78931/Intel-Core-i7-4710MQ-Processor-6M-Cache-up-to-3_50-GHz
PI0233,Intel® Core™ i7-4712HQ Processor,,4,,2.30 GHz,,,,,5 GT/s DMI2,,,37 W,,,,Q2'14,,,,3.30 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/78932/Intel-Core-i7-4712HQ-Processor-6M-Cache-up-to-3_30-GHz
PI0234,Intel® Core™ i7-4712MQ Processor,,4,,2.30 GHz,,,,,5 GT/s DMI2,,,37 W,,,,Q2'14,,,,3.30 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/78933/Intel-Core-i7-4712MQ-Processor-6M-Cache-up-to-3_30-GHz
PI0235,Intel® Core™ i7-4720HQ Processor,,4,,2.60 GHz,,,,,5 GT/s DMI2,,,47 W,,,,Q1 '15,,,,3.60 GHz,,,,,,,22 nm,,6 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/78934/Intel-Core-i7-4720HQ-Processor-6M-Cache-up-to-3_60-GHz
PI0236,Intel® Core™ i7-4722HQ Processor,,4,,2.40 GHz,,,,,5 GT/s DMI2,,,37 W,,,,Q1 '15,,,,3.40 GHz,,,,,,,22 nm,,6 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/78935/Intel-Core-i7-4722HQ-Processor-6M-Cache-up-to-3_40-GHz
PI0237,Intel® Core™ i7-4750HQ Processor,,4,,2.00 GHz,,,,,5 GT/s DMI2,,,47 W,,,,Q3'13,,,,3.20 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/76087/Intel-Core-i7-4750HQ-Processor-6M-Cache-up-to-3_20-GHz
PI0238,Intel® Core™ i7-4760HQ Processor,,4,,2.10 GHz,,,,,5 GT/s DMI2,,,47 W,,,,Q2'14,,,,3.30 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/76090/Intel-Core-i7-4760HQ-Processor-6M-Cache-up-to-3_30-GHz
PI0239,Intel® Core™ i7-4770HQ Processor,,4,,2.20 GHz,,,,,5 GT/s DMI2,,,47 W,,,,Q3'14,,,,3.40 GHz,,,,,,,22 nm,,6 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/83505/Intel-Core-i7-4770HQ-Processor-6M-Cache-up-to-3_40-GHz
PI0240,Intel® Core™ i7-4790K Processor,,4,,4.00 GHz,,,,,5 GT/s DMI2,,,88 W,,,,Q2'14,,,,4.40 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/80807/Intel-Core-i7-4790K-Processor-8M-Cache-up-to-4_40-GHz
PI0241,Intel® Core™ i7-4770K Processor,,4,,3.50 GHz,,,,,5 GT/s DMI2,,,84 W,,,,Q2'13,,,,3.90 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75123/Intel-Core-i7-4770K-Processor-8M-Cache-up-to-3_90-GHz
PI0242,Intel® Core™ i7-4765T Processor,,4,,2.00 GHz,,,,,5 GT/s DMI2,,,35 W,,,,Q2'13,,,,3.00 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75121/Intel-Core-i7-4765T-Processor-8M-Cache-up-to-3_00-GHz
PI0243,Intel® Core™ i7-4770 Processor,,4,,3.40 GHz,,,,,5 GT/s DMI2,,,84 W,,,,Q2'13,,,,3.90 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75122/Intel-Core-i7-4770-Processor-8M-Cache-up-to-3_90-GHz
PI0244,Intel® Core™ i7-4770R Processor,,4,,3.20 GHz,,,,,5 GT/s DMI2,,,65 W,,,,Q2'13,,,,3.90 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/76642/Intel-Core-i7-4770R-Processor-6M-Cache-up-to-3_90-GHz
PI0245,Intel® Core™ i7-4770S Processor,,4,,3.10 GHz,,,,,5 GT/s DMI2,,,65 W,,,,Q2'13,,,,3.90 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75124/Intel-Core-i7-4770S-Processor-8M-Cache-up-to-3_90-GHz
PI0246,Intel® Core™ i7-4770T Processor,,4,,2.50 GHz,,,,,5 GT/s DMI2,,,45 W,,,,Q2'13,,,,3.70 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75125/Intel-Core-i7-4770T-Processor-8M-Cache-up-to-3_70-GHz
PI0247,Intel® Core™ i7-4770TE Processor,,4,,2.30 GHz,,,,,5 GT/s DMI,,,45 W,,,,Q2'13,,,,3.30 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75610/Intel-Core-i7-4770TE-Processor-8M-Cache-up-to-3_30-GHz
PI0248,Intel® Core™ i7-4771 Processor,,4,,3.50 GHz,,,,,5 GT/s DMI2,,,84 W,,,,Q3'13,,,,3.90 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/77656/Intel-Core-i7-4771-Processor-8M-Cache-up-to-3_90-GHz
PI0249,Intel® Core™ i7-4785T Processor,,4,,2.20 GHz,,,,,5 GT/s DMI2,,,35 W,,,,Q2'14,,,,3.20 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/80814/Intel-Core-i7-4785T-Processor-8M-Cache-up-to-3_20-GHz
PI0250,Intel® Core™ i7-4790 Processor,,4,,3.60 GHz,,,,,5 GT/s DMI2,,,84 W,,,,Q2'14,,,,4.00 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/80806/Intel-Core-i7-4790-Processor-8M-Cache-up-to-4_00-GHz
PI0251,Intel® Core™ i7-4790S Processor,,4,,3.20 GHz,,,,,5 GT/s DMI2,,,65 W,,,,Q2'14,,,,4.00 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/80808/Intel-Core-i7-4790S-Processor-8M-Cache-up-to-4_00-GHz
PI0252,Intel® Core™ i7-4790T Processor,,4,,2.70 GHz,,,,,5 GT/s DMI2,,,45 W,,,,Q2'14,,,,3.90 GHz,,,,,,,22 nm,,8 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/80809/Intel-Core-i7-4790T-Processor-8M-Cache-up-to-3_90-GHz
PI0253,Intel® Core™ i7-4600M Processor,,2,,2.90 GHz,,,,,5 GT/s DMI2,,,37 W,,,,Q4'13,,,,3.60 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/76349/Intel-Core-i7-4600M-Processor-4M-Cache-up-to-3_60-GHz
PI0254,Intel® Core™ i7-4600U Processor,,2,,2.10 GHz,,,,,5 GT/s DMI2,,,15 W,,,,Q3'13,,,,3.30 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/76616/Intel-Core-i7-4600U-Processor-4M-Cache-up-to-3_30-GHz
PI0255,Intel® Core™ i7-4610M Processor,,2,,3.00 GHz,,,,,5 GT/s DMI2,,,37 W,,,,Q1'14,,,,3.70 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/80345/Intel-Core-i7-4610M-Processor-4M-Cache-up-to-3_70-GHz
PI0256,Intel® Core™ i7-4610Y Processor,,2,,1.70 GHz,,,,,5 GT/s DMI2,,,11.5 W,,,,Q3'13,,,,2.90 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/76618/Intel-Core-i7-4610Y-Processor-4M-Cache-up-to-2_90-GHz
PI0257,Intel® Core™ i7-4650U Processor,,2,,1.70 GHz,,,,,5 GT/s DMI2,,,15 W,,,,Q3'13,,,,3.30 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75114/Intel-Core-i7-4650U-Processor-4M-Cache-up-to-3_30-GHz
PI0258,Intel® Core™ i7-4500U Processor,,2,,1.80 GHz,,,,,5 GT/s DMI2,,,15 W,,,,Q3'13,,,,3.00 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75460/Intel-Core-i7-4500U-Processor-4M-Cache-up-to-3_00-GHz
PI0259,Intel® Core™ i7-4510U Processor,,2,,2.00 GHz,,,,,5 GT/s DMI2,,,15 W,,,,Q2'14,,,,3.10 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/81015/Intel-Core-i7-4510U-Processor-4M-Cache-up-to-3_10-GHz
PI0260,Intel® Core™ i7-4550U Processor,,2,,1.50 GHz,,,,,5 GT/s DMI2,,,15 W,,,,Q3'13,,,,3.00 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75112/Intel-Core-i7-4550U-Processor-4M-Cache-up-to-3_00-GHz
PI0261,Intel® Core™ i7-4558U Processor,,2,,2.80 GHz,,,,,5 GT/s DMI2,,,28 W,,,,Q3'13,,,,3.30 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75992/Intel-Core-i7-4558U-Processor-4M-Cache-up-to-3_30-GHz
PI0262,Intel® Core™ i7-4578U Processor,,2,,3.00 GHz,,,,,5 GT/s DMI2,,,28 W,,,,Q3'14,,,,3.50 GHz,,,,,,,22 nm,,4 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/83506/Intel-Core-i7-4578U-Processor-4M-Cache-up-to-3_50-GHz
PI0263,Intel® Core™ i5-4670 Processor,,4,,3.40 GHz,,,,,5 GT/s DMI2,,,84 W,,,,Q2'13,,,,3.80 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75047/Intel-Core-i5-4670-Processor-6M-Cache-up-to-3_80-GHz
PI0264,Intel® Core™ i5-4670K Processor,,4,,3.40 GHz,,,,,5 GT/s DMI2,,,84 W,,,,Q2'13,,,,3.80 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75048/Intel-Core-i5-4670K-Processor-6M-Cache-up-to-3_80-GHz
PI0265,Intel® Core™ i5-4670R Processor,,4,,3.00 GHz,,,,,5 GT/s DMI2,,,65 W,,,,Q2'13,,,,3.70 GHz,,,,,,,22 nm,,4 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/76641/Intel-Core-i5-4670R-Processor-4M-Cache-up-to-3_70-GHz
PI0266,Intel® Core™ i5-4670S Processor,,4,,3.10 GHz,,,,,5 GT/s DMI2,,,65 W,,,,Q2'13,,,,3.80 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75049/Intel-Core-i5-4670S-Processor-6M-Cache-up-to-3_80-GHz
PI0267,Intel® Core™ i5-4670T Processor,,4,,2.30 GHz,,,,,5 GT/s DMI2,,,45 W,,,,Q2'13,,,,3.30 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/75050/Intel-Core-i5-4670T-Processor-6M-Cache-up-to-3_30-GHz
PI0268,Intel® Core™ i5-4690 Processor,,4,,3.50 GHz,,,,,5 GT/s DMI2,,,84 W,,,,Q2'14,,,,3.90 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/80810/Intel-Core-i5-4690-Processor-6M-Cache-up-to-3_90-GHz
PI0269,Intel® Core™ i5-4690K Processor,,4,,3.50 GHz,,,,,5 GT/s DMI2,,,88 W,,,,Q2'14,,,,3.90 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/80811/Intel-Core-i5-4690K-Processor-6M-Cache-up-to-3_90-GHz
PI0270,Intel® Core™ i5-4690S Processor,,4,,3.20 GHz,,,,,5 GT/s DMI2,,,65 W,,,,Q2'14,,,,3.90 GHz,,,,,,,22 nm,,6 MB SmartCache,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ark.intel.com/products/80812/Intel-Core-i5-4690S-Processor-6M-Cache-up-to-3_90-GHz
